key	locations	english	my	th	zh	km	lo	fr	de	es
UI_0537	components/games/Carrom.tsx:1535 | components/games/Checkers.tsx:947 | components/games/ChessGame.tsx:1219 | components/games/PoolGame.tsx:1900 | components/games/SnookerGame.tsx:1962 | components/games/TicTacToeGame.tsx:900 | components/games/UnoGame.tsx:812	add_reaction								
UI_0538	components/games/Carrom.tsx:1569 | components/games/Checkers.tsx:968 | components/games/PoolGame.tsx:1764 | components/games/SnookerGame.tsx:1800	Awaiting Opponent								
UI_0539	components/games/Carrom.tsx:1569 | components/games/Checkers.tsx:968 | components/games/PoolGame.tsx:1764 | components/games/SnookerGame.tsx:1800	Syncing Matrix...								
UI_0540	components/games/Carrom.tsx:1574 | components/games/Checkers.tsx:973 | components/games/ChessGame.tsx:983 | components/games/PoolGame.tsx:1769 | components/games/SnookerGame.tsx:1805 | components/games/TicTacToeGame.tsx:836	Share This Room Code								
UI_0541	components/games/Carrom.tsx:1584 | components/games/Checkers.tsx:985 | components/games/PoolGame.tsx:1779 | components/games/SnookerGame.tsx:1815	Copied								
UI_0542	components/games/Carrom.tsx:1593 | components/games/Checkers.tsx:991 | components/games/PoolGame.tsx:1791 | components/games/SnookerGame.tsx:1827	Cancel Match								
UI_0543	components/games/Carrom.tsx:1602	Carrom Guidelines								
UI_0544	components/games/Carrom.tsx:1604	freestyle								
UI_0545	components/games/Carrom.tsx:1606	Freestyle Points:								
UI_0546	components/games/Carrom.tsx:1606	White = 3, Black = 2, Queen = 5.								
UI_0547	components/games/Carrom.tsx:1607	🔸 Potting ANY coin grants an extra turn.								
UI_0548	components/games/Carrom.tsx:1611	Classic Mode:								
UI_0549	components/games/Carrom.tsx:1611	Potting the first coin dictates your assigned color.								
UI_0550	components/games/Carrom.tsx:1612	🔸 Clear all your assigned color pieces to win!								
UI_0551	components/games/Carrom.tsx:1613	🔸 Potting OPPONENT color is a foul.								
UI_0552	components/games/Carrom.tsx:1616	🔸 Sinking the striker is a foul (-5 PTS in Freestyle) and ends your turn.								
UI_0553	components/games/Carrom.tsx:1622	Got It								
UI_0554	components/games/Carrom.tsx:1631 | components/games/NexusBreach.tsx:203 | components/games/NexusBreach.tsx:246	warning								
UI_0555	components/games/Carrom.tsx:1637 | components/games/Checkers.tsx:997 | components/games/PingPong.tsx:988 | components/games/PingPong.tsx:2291 | components/games/PingPong.tsx:2722 | components/games/PingPong.tsx:2930 | components/games/PingPong.tsx:2936 | components/games/PoolGame.tsx:1797 | components/games/SnookerGame.tsx:1834	local								
UI_0556	components/games/Carrom.tsx:1667	Victory Sequence								
UI_0557	components/games/Carrom.tsx:1668	Arena Cleared!								
UI_0558	components/games/Carrom.tsx:1670	Incredible skill! You claimed complete server victory.								
UI_0559	components/games/Carrom.tsx:1670	Player ${winner} has completely pocketed their target roster!								
UI_0560	components/games/Carrom.tsx:1670	The opponent cleared the board.								
UI_0561	components/games/Carrom.tsx:1677 | components/games/LiarsDice.tsx:269 | components/games/WordBoxGame.tsx:573	Exit								
UI_0562	components/games/Carrom.tsx:1683	Play Next								
UI_0563	components/games/Carrom.tsx:1773 | components/games/Carrom.tsx:1805 | components/games/Carrom.tsx:1811	striker								
UI_0564	components/games/Carrom.tsx:1775	url(#vCustomStriker)								
UI_0565	components/games/Carrom.tsx:1777	url(#vNeonStriker)								
UI_0566	components/games/Carrom.tsx:1778	url(#vStriker)								
UI_0567	components/games/Carrom.tsx:1790	queen								
UI_0568	components/games/Carrom.tsx:1790	url(#vRed)								
UI_0569	components/games/Carrom.tsx:1791	url(#vWhite)								
UI_0570	components/games/Carrom.tsx:1791 | components/games/ChessGame.tsx:1096 | components/games/ChessGame.tsx:1107 | components/games/ChessGame.tsx:1210 | components/games/ChessGame.tsx:1229	white								
UI_0571	components/games/Carrom.tsx:1792	black								
UI_0572	components/games/Carrom.tsx:1792	url(#vBlack)								
UI_0573	components/games/Carrom.tsx:1820	bottom								
UI_0574	components/games/Carrom.tsx:370 | components/games/SnookerGame.tsx:288	Playing against ${localOpponent.name}								
UI_0575	components/games/Carrom.tsx:370 | components/games/Carrom.tsx:609 | components/games/Carrom.tsx:628 | components/games/Carrom.tsx:632 | components/games/Carrom.tsx:746 | components/games/Carrom.tsx:754 | components/games/Carrom.tsx:1631 | components/games/PoolGame.tsx:386 | components/games/PoolGame.tsx:389 | components/games/PoolGame.tsx:393 | components/games/PoolGame.tsx:1510 | components/games/PoolGame.tsx:1521 | components/games/SnookerGame.tsx:288 | components/games/SnookerGame.tsx:319 | components/games/SnookerGame.tsx:322 | components/games/SnookerGame.tsx:326 | components/games/SnookerGame.tsx:1501 | components/games/SnookerGame.tsx:1512	success								
UI_0576	components/games/Carrom.tsx:445	${localOpponent?.name || "Bot"} timed out! Auto shooting...								
UI_0577	components/games/Carrom.tsx:445 | components/games/Carrom.tsx:746 | components/games/Carrom.tsx:754 | components/games/ChessGame.tsx:1093 | components/games/PoolGame.tsx:1510 | components/games/PoolGame.tsx:1521 | components/games/PoolGame.tsx:1890 | components/games/SnookerGame.tsx:1501 | components/games/SnookerGame.tsx:1512 | components/games/SnookerGame.tsx:1952 | components/games/TicTacToeGame.tsx:601	Bot								
UI_0578	components/games/Carrom.tsx:445 | components/games/Carrom.tsx:449 | components/games/Carrom.tsx:1631 | components/games/SnookerGame.tsx:551	foul								
UI_0579	components/games/Carrom.tsx:449	Time's up! Turn lost.								
UI_0580	components/games/Carrom.tsx:609 | components/games/PoolGame.tsx:386 | components/games/SnookerGame.tsx:319	Opponent joined the Arena!								
UI_0581	components/games/Carrom.tsx:628 | components/games/PoolGame.tsx:389 | components/games/SnookerGame.tsx:322	Connected to Host Matrix!								
UI_0582	components/games/Carrom.tsx:630 | components/games/Carrom.tsx:641 | components/games/Carrom.tsx:1556 | components/games/Carrom.tsx:1631 | components/games/LiarsDice.tsx:289 | components/games/PoolGame.tsx:391 | components/games/SnookerGame.tsx:324	info								
UI_0583	components/games/Carrom.tsx:630 | components/games/PoolGame.tsx:391 | components/games/SnookerGame.tsx:324	Opponent reconnecting — 30 seconds remaining.								
UI_0584	components/games/Carrom.tsx:632 | components/games/PoolGame.tsx:393 | components/games/SnookerGame.tsx:326	Opponent did not reconnect. You win by forfeit.								
UI_0585	components/games/Carrom.tsx:641	Rule Updated: ${payload.payload.mode.toUpperCase()}								
UI_0586	components/games/Carrom.tsx:701	click								
UI_0587	components/games/Carrom.tsx:704	change_rules								
UI_0588	components/games/Carrom.tsx:746 | components/games/Carrom.tsx:754 | components/games/PoolGame.tsx:1521	Playing against ${localOpponent?.name || 'Bot'}								
UI_0589	components/games/Checkers.tsx:1012	P2								
UI_0590	components/games/Checkers.tsx:1020 | components/games/Checkers.tsx:1050	Cap:								
UI_0591	components/games/Checkers.tsx:1035	${localOpponent?.name || 'Opponent'}'s Turn								
UI_0592	components/games/Checkers.tsx:1035	Your Turn								
UI_0593	components/games/Checkers.tsx:1036	P1 Turn								
UI_0594	components/games/Checkers.tsx:1036	P2 Turn								
UI_0595	components/games/Checkers.tsx:1094	Match Concluded								
UI_0596	components/games/Checkers.tsx:1097	Congratulations!								
UI_0597	components/games/Checkers.tsx:1101	You outsmarted your opponent and claimed victory.								
UI_0598	components/games/Checkers.tsx:1101	Your opponent won this round.								
UI_0599	components/games/Checkers.tsx:1102	Player ${winner} has completely dominated the board.								
UI_0600	components/games/Checkers.tsx:488	Must be logged in to play online.								
UI_0601	components/games/Checkers.tsx:512 | components/games/Checkers.tsx:552 | components/games/Checkers.tsx:582 | components/games/GlitchDeck.tsx:255 | components/games/NexusBreach.tsx:131 | components/games/NexusBreach.tsx:215	playing								
UI_0602	components/games/Checkers.tsx:517	Invalid Room Code or Match Already Occupied.								
UI_0603	components/games/Checkers.tsx:721	@keyframes confetti-fall { 0% { transform: translateY(-10vh) rotate(0deg) scale(1); opacity: 1; } 100% { transform: translateY(110vh) rotate(720deg) scale(0.8); opacity: 0; } }								
UI_0604	components/games/Checkers.tsx:742	to play an online Checkers match.								
UI_0605	components/games/Checkers.tsx:814	Checkers Arena								
UI_0606	components/games/Checkers.tsx:938	Checkers Matrix								
UI_0607	components/games/Checkers.tsx:941 | components/games/ChessGame.tsx:1055	Bot Match								
UI_0608	components/games/Checkers.tsx:941 | components/games/TicTacToeGame.tsx:889	Live Network								
UI_0609	components/games/ChessGame.tsx:1018	handshake								
UI_0610	components/games/ChessGame.tsx:1020	${gameOver.winner} Wins!								
UI_0611	components/games/ChessGame.tsx:1020	It's a Draw!								
UI_0612	components/games/ChessGame.tsx:1023	PLAY AGAIN								
UI_0613	components/games/ChessGame.tsx:1041	${p.color}${p.type}								
UI_0614	components/games/ChessGame.tsx:1055	Live Arena								
UI_0615	components/games/ChessGame.tsx:1055	Local Play								
UI_0616	components/games/ChessGame.tsx:1068	⚠️ CHECK								
UI_0617	components/games/ChessGame.tsx:1068	${currentTurnColor} turn								
UI_0618	components/games/ChessGame.tsx:1068	WAITING								
UI_0619	components/games/ChessGame.tsx:1074	restart_alt								
UI_0620	components/games/ChessGame.tsx:1085	robot_2								
UI_0621	components/games/ChessGame.tsx:1093	Awaiting Opponent...								
UI_0622	components/games/ChessGame.tsx:1093	Player 2 (Black)								
UI_0623	components/games/ChessGame.tsx:1096	Playing ${playerColor === "white" ? "Black" : "White"}								
UI_0624	components/games/ChessGame.tsx:1096 | components/games/ChessGame.tsx:1210	To Move								
UI_0625	components/games/ChessGame.tsx:1096 | components/games/ChessGame.tsx:1210	Waiting...								
UI_0626	components/games/ChessGame.tsx:1130	${file}${rank}								
UI_0627	components/games/ChessGame.tsx:1139	${piece.color}${piece.type}								
UI_0628	components/games/ChessGame.tsx:1205	face								
UI_0629	components/games/ChessGame.tsx:1208	Player 1 (White)								
UI_0630	components/games/ChessGame.tsx:1210	Playing ${playerColor === "white" ? "White" : "Black"}								
UI_0631	components/games/ChessGame.tsx:440	Game Over								
UI_0632	components/games/ChessGame.tsx:443 | components/games/ChessGame.tsx:1096 | components/games/ChessGame.tsx:1210	Black								
UI_0633	components/games/ChessGame.tsx:443 | components/games/ChessGame.tsx:1096 | components/games/ChessGame.tsx:1210	White								
UI_0634	components/games/ChessGame.tsx:444	by Checkmate								
UI_0635	components/games/ChessGame.tsx:445	by Draw								
UI_0636	components/games/ChessGame.tsx:446	by Stalemate								
UI_0637	components/games/ChessGame.tsx:769	to play an online Chess match.								
UI_0638	components/games/ChessGame.tsx:839	Chess Arena								
UI_0639	components/games/ChessGame.tsx:968	Chess Matrix								
UI_0640	components/games/ChessGame.tsx:971 | components/games/TicTacToeGame.tsx:823	CONNECTING...								
UI_0641	components/games/ChessGame.tsx:982 | components/games/TicTacToeGame.tsx:835	AWAITING OPPONENT								
UI_0642	components/games/ChessGame.tsx:991 | components/games/TicTacToeGame.tsx:845	COPIED								
UI_0643	components/games/ChessGame.tsx:991 | components/games/TicTacToeGame.tsx:845	COPY								
UI_0644	components/games/ChessGame.tsx:995 | components/games/TicTacToeGame.tsx:850 | components/games/UnoGame.tsx:780	CANCEL MATCH								
UI_0645	components/games/CupPong.tsx:2800	Mode								
UI_0646	components/games/CupPong.tsx:2810	Restart								
UI_0647	components/games/CupPong.tsx:2816	How to play Cup Pong								
UI_0648	components/games/CupPong.tsx:2829	single								
UI_0649	components/games/CupPong.tsx:2834	Cups								
UI_0650	components/games/CupPong.tsx:2844	Balls								
UI_0651	components/games/CupPong.tsx:2862 | components/games/CupPong.tsx:2921	Re-rack ·								
UI_0652	components/games/CupPong.tsx:2877 | components/games/CupPong.tsx:3171 | components/games/TicTacToeGame.tsx:599 | components/games/TicTacToeGame.tsx:955	Player 1								
UI_0653	components/games/CupPong.tsx:2903	Turn balls								
UI_0654	components/games/CupPong.tsx:2929	🔥 Balls back — two extra shots								
UI_0655	components/games/CupPong.tsx:2933 | components/games/CupPong.tsx:3160 | components/games/CupPong.tsx:3167	two								
UI_0656	components/games/CupPong.tsx:2935	&apos;s turn								
UI_0657	components/games/CupPong.tsx:2943	Shot power								
UI_0658	components/games/CupPong.tsx:2962	Pull back · aim · release								
UI_0659	components/games/CupPong.tsx:2974	Close mode selection								
UI_0660	components/games/CupPong.tsx:2983	${liquidType === "beer" ? "Beer" : "Cola"} party cup								
UI_0661	components/games/CupPong.tsx:2983	beer								
UI_0662	components/games/CupPong.tsx:2983 | components/games/CupPong.tsx:3018	Beer								
UI_0663	components/games/CupPong.tsx:2983 | components/games/CupPong.tsx:3036	Cola								
UI_0664	components/games/CupPong.tsx:2996	Ready to Play								
UI_0665	components/games/CupPong.tsx:3004	Choose a drink, then pick your table.								
UI_0666	components/games/CupPong.tsx:3022	Golden beer with foam								
UI_0667	components/games/CupPong.tsx:3040	Dark fizzy liquid								
UI_0668	components/games/CupPong.tsx:3052	1 Player								
UI_0669	components/games/CupPong.tsx:3056	Clear all cups before the balls run out.								
UI_0670	components/games/CupPong.tsx:3066	2 Players								
UI_0671	components/games/CupPong.tsx:3070	Each player throws three balls per turn.								
UI_0672	components/games/CupPong.tsx:3116	Aim and throw								
UI_0673	components/games/CupPong.tsx:3116	Drag upward toward the cup you want, then release to throw the ball.								
UI_0674	components/games/CupPong.tsx:3117	Land the ball inside a cup to score and remove that cup from the table.								
UI_0675	components/games/CupPong.tsx:3117	Sink the ball								
UI_0676	components/games/CupPong.tsx:3118	Clear the rack								
UI_0677	components/games/CupPong.tsx:3118	In 1 Player mode, clear all 10 cups before you run out of balls.								
UI_0678	components/games/CupPong.tsx:3119	Earn balls back								
UI_0679	components/games/CupPong.tsx:3119	Sink both shots in a two-shot set to receive two bonus balls.								
UI_0680	components/games/CupPong.tsx:3120	In 2 Players mode, each player throws 3 balls per turn. Most points wins.								
UI_0681	components/games/CupPong.tsx:3120	Play with a friend								
UI_0682	components/games/CupPong.tsx:3163	Table Cleared								
UI_0683	components/games/CupPong.tsx:3164	Out of Balls								
UI_0684	components/games/CupPong.tsx:3208	Change Mode								
UI_0685	components/games/CupPong.tsx:414	You cleared every cup!								
UI_0686	components/games/CupPong.tsx:415	You ran out of balls.								
UI_0687	components/games/CupPong.tsx:429	Player 1 wins!								
UI_0688	components/games/CupPong.tsx:431	Player 2 wins!								
UI_0689	components/games/CupPong.tsx:433	The game is a draw!								
UI_0690	components/games/CupPong.tsx:723 | components/games/PingPong.tsx:399 | components/games/PingPong.tsx:1289 | components/games/PingPong.tsx:2990 | lib/socialShare.ts:71	2d								
UI_0691	components/games/DominoesGame.tsx:1077 | components/games/DominoesGame.tsx:1659 | components/games/DominoesGame.tsx:1727 | components/games/DominoesGame.tsx:1903 | components/games/DominoesGame.tsx:1911 | components/games/Game2048.tsx:172 | components/games/Game2048.tsx:312 | components/games/MiniFighter.tsx:69	you								
UI_0692	components/games/DominoesGame.tsx:1079	Computer starts the game.								
UI_0693	components/games/DominoesGame.tsx:1158	That domino must match the ${side} open end.								
UI_0694	components/games/DominoesGame.tsx:1183	You played every domino!								
UI_0695	components/games/DominoesGame.tsx:1194	Computer is thinking...								
UI_0696	components/games/DominoesGame.tsx:1209	Computer played every domino.								
UI_0697	components/games/DominoesGame.tsx:1242	Play the highlighted opening double first.								
UI_0698	components/games/DominoesGame.tsx:1254	That domino does not match either open end.								
UI_0699	components/games/DominoesGame.tsx:1292	Choose which open end to connect.								
UI_0700	components/games/DominoesGame.tsx:1326	Choose one of your matching dominoes.								
UI_0701	components/games/DominoesGame.tsx:1354	The pile is empty. You pass.								
UI_0702	components/games/DominoesGame.tsx:1380	You drew a playable domino.								
UI_0703	components/games/DominoesGame.tsx:1384	No match. Draw again.								
UI_0704	components/games/DominoesGame.tsx:1480	Computer draws a domino.								
UI_0705	components/games/DominoesGame.tsx:1505	Computer passes. Your turn.								
UI_0706	components/games/DominoesGame.tsx:1541	Quit Dominoes match								
UI_0707	components/games/DominoesGame.tsx:1566	Double-Six Draw								
UI_0708	components/games/DominoesGame.tsx:1578	Quit								
UI_0709	components/games/DominoesGame.tsx:1593	How to play Dominoes								
UI_0710	components/games/DominoesGame.tsx:1624 | components/games/DominoesGame.tsx:1685	tiles								
UI_0711	components/games/DominoesGame.tsx:1640	Pile								
UI_0712	components/games/DominoesGame.tsx:1661	${roomId ? opponentName : "Computer"}'s turn								
UI_0713	components/games/DominoesGame.tsx:1681	Your hand								
UI_0714	components/games/DominoesGame.tsx:1693 | components/games/UnoGame.tsx:882	Tap to Draw								
UI_0715	components/games/DominoesGame.tsx:1708	Draw a domino. ${drawPile.length} remaining.								
UI_0716	components/games/DominoesGame.tsx:1709	Pass your turn								
UI_0717	components/games/DominoesGame.tsx:1718	Draw (${drawPile.length})								
UI_0718	components/games/DominoesGame.tsx:1719	Pass								
UI_0719	components/games/DominoesGame.tsx:1766	Choose an End								
UI_0720	components/games/DominoesGame.tsx:1770	This domino matches both open sides.								
UI_0721	components/games/DominoesGame.tsx:1791	Connect Left								
UI_0722	components/games/DominoesGame.tsx:1805	Connect Right								
UI_0723	components/games/DominoesGame.tsx:1862	1. Start with seven								
UI_0724	components/games/DominoesGame.tsx:1862	You and the computer each receive seven dominoes.								
UI_0725	components/games/DominoesGame.tsx:1863	2. Match an open end								
UI_0726	components/games/DominoesGame.tsx:1863	Play a tile whose number matches the left or right end of the chain.								
UI_0727	components/games/DominoesGame.tsx:1864	3. Choose either side								
UI_0728	components/games/DominoesGame.tsx:1864	Select a playable domino, then choose the highlighted end where you want to place it.								
UI_0729	components/games/DominoesGame.tsx:1865	4. Doubles stand upright								
UI_0730	components/games/DominoesGame.tsx:1865	Double dominoes stay the same size and are always shown in portrait position.								
UI_0731	components/games/DominoesGame.tsx:1866	5. Draw when blocked								
UI_0732	components/games/DominoesGame.tsx:1866	If no tile matches, draw from the pile. Pass only when the pile is empty.								
UI_0733	components/games/DominoesGame.tsx:1867	6. Empty your hand								
UI_0734	components/games/DominoesGame.tsx:1867	The first player with no dominoes wins. If blocked, the lowest remaining pip total wins.								
UI_0735	components/games/DominoesGame.tsx:1905 | components/games/Game2048.tsx:172 | components/games/Game2048.tsx:312 | components/games/TicTacToeGame.tsx:1002 | components/games/TicTacToeGame.tsx:1008	draw								
UI_0736	components/games/DominoesGame.tsx:1913	computer								
UI_0737	components/games/DominoesGame.tsx:1914	${roomId ? opponentName : "Computer"} Wins								
UI_0738	components/games/DominoesGame.tsx:1915	Draw Game								
UI_0739	components/games/DominoesGame.tsx:1925	Your pips								
UI_0740	components/games/DominoesGame.tsx:1935	${opponentName} pips								
UI_0741	components/games/DominoesGame.tsx:1935	Computer pips								
UI_0742	components/games/DominoesGame.tsx:418	, playable								
UI_0743	components/games/DominoesGame.tsx:418	${domino.left}-${domino.right}${playable ? ", playable" : ""}								
UI_0744	components/games/DominoesGame.tsx:740	Play the first domino								
UI_0745	components/games/DominoesGame.tsx:841	${winnerSeat === actualSeat ? "You" : opponent?.display_name || "Opponent"} win${winnerSeat === actualSeat ? "" : "s"}.								
UI_0746	components/games/DominoesGame.tsx:841	Blocked game — draw.								
UI_0747	components/games/DominoesGame.tsx:845	${opponent?.display_name || "Opponent"} is thinking...								
UI_0748	components/games/DominoesGame.tsx:845 | components/games/DominoesGame.tsx:1078 | components/games/DominoesGame.tsx:1218	Your turn. Choose a matching domino.								
UI_0749	components/games/DominoesGame.tsx:969	You win with ${yourPips} pips against ${computerPips}.								
UI_0750	components/games/DominoesGame.tsx:977	Computer wins with ${computerPips} pips against ${yourPips}.								
UI_0751	components/games/DominoesGame.tsx:983	The game is tied at ${yourPips} pips each.								
UI_0752	components/games/FourInARow.tsx:491	4 IN A ROW								
UI_0753	components/games/FourInARow.tsx:500 | components/games/TicTacToeGame.tsx:915	RESET								
UI_0754	components/games/FourInARow.tsx:507	How to play Four in a Row								
UI_0755	components/games/FourInARow.tsx:525	DRAW GAME!								
UI_0756	components/games/FourInARow.tsx:527	${playerNames[1]} WINS!								
UI_0757	components/games/FourInARow.tsx:527	PLAYER 1 WINS!								
UI_0758	components/games/FourInARow.tsx:528	${playerNames[2]} WINS!								
UI_0759	components/games/FourInARow.tsx:528	PLAYER 2 WINS!								
UI_0760	components/games/FourInARow.tsx:529	${activePlayerName}'S TURN								
UI_0761	components/games/FourInARow.tsx:529	MATCH PREPARING…								
UI_0762	components/games/FourInARow.tsx:565	Winning four — red								
UI_0763	components/games/FourInARow.tsx:565	Winning four — yellow								
UI_0764	components/games/FourInARow.tsx:661	You always use the red discs and make the first move.								
UI_0765	components/games/FourInARow.tsx:661	You play red								
UI_0766	components/games/FourInARow.tsx:662	Choose a column								
UI_0767	components/games/FourInARow.tsx:662	Tap any open column. Your disc falls into its lowest empty space.								
UI_0768	components/games/FourInARow.tsx:663	After your move, the computer studies the board and drops a yellow disc.								
UI_0769	components/games/FourInARow.tsx:663	Computer plays yellow								
UI_0770	components/games/FourInARow.tsx:664	Connect four								
UI_0771	components/games/FourInARow.tsx:664	Win by connecting 4 discs horizontally, vertically, or diagonally.								
UI_0772	components/games/FourInARow.tsx:665	Avoid a draw								
UI_0773	components/games/FourInARow.tsx:665	If every space fills before either side connects four, the match is a draw.								
UI_0774	components/games/FourInARow.tsx:707	Match Finished								
UI_0775	components/games/FourInARow.tsx:711	IT'S A DRAW!								
UI_0776	components/games/FourInARow.tsx:713	${playerNames[winner]} WINS!								
UI_0777	components/games/FourInARow.tsx:715	YOU WON!								
UI_0778	components/games/FourInARow.tsx:716	OPPONENT WINS!								
UI_0779	components/games/FourInARow.tsx:726	Restart Your Game								
UI_0780	components/games/FourInARow.tsx:734	Exit Main Menu								
UI_0781	components/games/Game2048.tsx:160	Swipe the board to make your move.								
UI_0782	components/games/Game2048.tsx:172	Computer wins the battle.								
UI_0783	components/games/Game2048.tsx:172	The battle ends in a draw!								
UI_0784	components/games/Game2048.tsx:172	You win the battle!								
UI_0785	components/games/Game2048.tsx:180	That direction cannot move any tile.								
UI_0786	components/games/Game2048.tsx:192	You reached 2048 first!								
UI_0787	components/games/Game2048.tsx:197	Computer is choosing a move…								
UI_0788	components/games/Game2048.tsx:215	Computer reached 2048 first.								
UI_0789	components/games/Game2048.tsx:219	Computer moved ${computerDirection}. Your turn!								
UI_0790	components/games/Game2048.tsx:256	2048 BATTLE								
UI_0791	components/games/Game2048.tsx:256	You vs Computer								
UI_0792	components/games/Game2048.tsx:259	How to play 2048 Battle								
UI_0793	components/games/Game2048.tsx:268	Your score								
UI_0794	components/games/Game2048.tsx:276	Live AI board								
UI_0795	components/games/Game2048.tsx:280	Best								
UI_0796	components/games/Game2048.tsx:280	Your board								
UI_0797	components/games/Game2048.tsx:302	2048 Battle								
UI_0798	components/games/Game2048.tsx:304	After every valid move, the computer evaluates and moves its own visible board.								
UI_0799	components/games/Game2048.tsx:304	If a board has no moves, scores and highest tiles decide the winner.								
UI_0800	components/games/Game2048.tsx:304	Locked board								
UI_0801	components/games/Game2048.tsx:304	Merge matching tiles								
UI_0802	components/games/Game2048.tsx:304	One move each								
UI_0803	components/games/Game2048.tsx:304	Reach 2048 first								
UI_0804	components/games/Game2048.tsx:304	Real computer board								
UI_0805	components/games/Game2048.tsx:304	Swipe to move								
UI_0806	components/games/Game2048.tsx:304	Swipe your board up, down, left, or right. All tiles move together.								
UI_0807	components/games/Game2048.tsx:304	The first side to create a 2048 tile wins the battle.								
UI_0808	components/games/Game2048.tsx:304	Two equal tiles combine into one larger tile and add to your score.								
UI_0809	components/games/Game2048.tsx:304	You and the computer receive one move per turn. Invalid swipes do not cost a turn.								
UI_0810	components/games/Game2048.tsx:312	Computer Wins								
UI_0811	components/games/Game2048.tsx:312	Draw Battle								
UI_0812	components/games/Game2048.tsx:315	@keyframes tilePop { 0% { transform: scale(.72); opacity: .35; } 75% { transform: scale(1.08); } 100% { transform: scale(1); opacity: 1; } }								
UI_0813	components/games/GlitchDeck.tsx:102 | components/games/GlitchDeck.tsx:216	layers								
UI_0814	components/games/GlitchDeck.tsx:105	Glitch Deck								
UI_0815	components/games/GlitchDeck.tsx:108	Take turns tapping system nodes. Avoid drawing the corrupted glitch matrix.								
UI_0816	components/games/GlitchDeck.tsx:116	Total Nodes								
UI_0817	components/games/GlitchDeck.tsx:136 | components/games/NeuralDuel.tsx:144 | components/games/NeuralDuel.tsx:248 | components/games/NexusBreach.tsx:138	skull								
UI_0818	components/games/GlitchDeck.tsx:137	Breach Penalty:								
UI_0819	components/games/GlitchDeck.tsx:144 | components/games/GlitchDeck.tsx:287 | components/games/NexusBreach.tsx:148 | components/games/NexusBreach.tsx:258	Drink								
UI_0820	components/games/GlitchDeck.tsx:146 | components/games/GlitchDeck.tsx:288 | components/games/NexusBreach.tsx:150 | components/games/NexusBreach.tsx:259	Truth								
UI_0821	components/games/GlitchDeck.tsx:148 | components/games/GlitchDeck.tsx:289 | components/games/NexusBreach.tsx:152 | components/games/NexusBreach.tsx:260	Dare								
UI_0822	components/games/GlitchDeck.tsx:158	INITIALIZE MATRIX								
UI_0823	components/games/GlitchDeck.tsx:169	Secure Modules Left								
UI_0824	components/games/GlitchDeck.tsx:183 | components/games/GlitchDeck.tsx:302 | components/games/LiarsDice.tsx:358 | components/games/NeuralDuel.tsx:174 | components/games/NexusBreach.tsx:225	refresh								
UI_0825	components/games/GlitchDeck.tsx:234	GLITCH								
UI_0826	components/games/GlitchDeck.tsx:240	verified								
UI_0827	components/games/GlitchDeck.tsx:243	SECURE								
UI_0828	components/games/GlitchDeck.tsx:255	⚡ Access a node module ⚡								
UI_0829	components/games/GlitchDeck.tsx:255	💀 Security breach detected 💀								
UI_0830	components/games/GlitchDeck.tsx:279 | components/games/NexusBreach.tsx:250	System Breached								
UI_0831	components/games/GlitchDeck.tsx:284	System Execution								
UI_0832	components/games/GlitchDeck.tsx:287 | components/games/NexusBreach.tsx:258	Take a shot! 🥃								
UI_0833	components/games/GlitchDeck.tsx:288	Reveal a Secret! 🤫								
UI_0834	components/games/GlitchDeck.tsx:289	Execute a Dare! 🎯								
UI_0835	components/games/GlitchDeck.tsx:290	Node compromised. You lose! 💥								
UI_0836	components/games/GlitchDeck.tsx:290 | components/games/NexusBreach.tsx:261	Standard								
UI_0837	components/games/GlitchDeck.tsx:302	Reboot Deck								
UI_0838	components/games/GlitchDeck.tsx:93	GLITCH DECK v1.0								
UI_0839	components/games/GlitchDeck.tsx:99 | components/games/GlitchDeck.tsx:164	setup								
UI_0840	components/games/LiarsDice.tsx:276	Dice Count								
UI_0841	components/games/LiarsDice.tsx:282	expand_more								
UI_0842	components/games/LiarsDice.tsx:334	Pull cup to peek • Tap to roll								
UI_0843	components/games/LiarsDice.tsx:345 | components/games/LiarsDice.tsx:390	SHAKE DICE								
UI_0844	components/games/LiarsDice.tsx:345	SHAKING...								
UI_0845	components/games/LiarsDice.tsx:352	CLOSE CUP								
UI_0846	components/games/LiarsDice.tsx:352	OPEN CUP								
UI_0847	components/games/LiarsDice.tsx:360	Roll Again								
UI_0848	components/games/LiarsDice.tsx:366	Themes								
UI_0849	components/games/LiarsDice.tsx:383	Liar's Dice Rules								
UI_0850	components/games/LiarsDice.tsx:389	1. The Setup								
UI_0851	components/games/LiarsDice.tsx:390	and keeps their cup closed.								
UI_0852	components/games/LiarsDice.tsx:390	Each player uses their own device. Set your agreed dice count (default: 5). Everyone hits								
UI_0853	components/games/LiarsDice.tsx:394	2. Secret Peeking								
UI_0854	components/games/LiarsDice.tsx:395	Do not let others see!								
UI_0855	components/games/LiarsDice.tsx:395	Slowly drag your cup upward to peek at your roll.								
UI_0856	components/games/LiarsDice.tsx:399	3. The First Bid								
UI_0857	components/games/LiarsDice.tsx:400	(e.g. "I bet there are at least four 3s total").								
UI_0858	components/games/LiarsDice.tsx:400	all players' cups combined								
UI_0859	components/games/LiarsDice.tsx:400	number of a specific dice face under								
UI_0860	components/games/LiarsDice.tsx:400	The starting player guesses the								
